component_group_name,actual_concentration,sample_type,sample_name
dadp,0.04,Standard,140826_CM2_Level7
dadp,0.04,Standard,140826_CM2_Level7
cit,0.4,Standard,140826_CM2_Level7
cit,0.4,Standard,140826_CM2_Level7
icit,0.0,Standard,140826_CM2_Level7
icit,0.0,Standard,140826_CM2_Level7
fad,4.0,Standard,140826_CM2_Level7
fad,4.0,Standard,140826_CM2_Level7
fdp,0.0,Standard,140826_CM2_Level7
fdp,0.0,Standard,140826_CM2_Level7
udpglcur,0.01,Standard,140826_CM2_Level7
udpglcur,0.01,Standard,140826_CM2_Level7
dgtp,0.0,Standard,140826_CM2_Level7
ctp,0.0,Standard,140826_CM2_Level7
ctp,0.0,Standard,140826_CM2_Level7
dctp,0.0,Standard,140826_CM2_Level7
dctp,0.0,Standard,140826_CM2_Level7
ditp,0.0,Standard,140826_CM2_Level7
ditp,0.0,Standard,140826_CM2_Level7
dutp,0.0,Standard,140826_CM2_Level7
dutp,0.0,Standard,140826_CM2_Level7
itp,0.0,Standard,140826_CM2_Level7
itp,0.0,Standard,140826_CM2_Level7
utp,0.0,Standard,140826_CM2_Level7
utp,0.0,Standard,140826_CM2_Level7
23dpg,0.0,Standard,140826_CM2_Level7
23dpg,0.0,Standard,140826_CM2_Level7
atp,0.0,Standard,140826_CM2_Level7
atp,0.0,Standard,140826_CM2_Level7
datp,0.0,Standard,140826_CM2_Level7
datp,0.0,Standard,140826_CM2_Level7
dttp,0.0,Standard,140826_CM2_Level7
dttp,0.0,Standard,140826_CM2_Level7
gtp,0.0,Standard,140826_CM2_Level7
gtp,0.0,Standard,140826_CM2_Level7
prpp,0.0,Standard,140826_CM2_Level7
prpp,0.0,Standard,140826_CM2_Level7
nadph,0.0,Standard,140826_CM2_Level7
nadph,0.0,Standard,140826_CM2_Level7
phpyr,0.0,Standard,140826_CM2_Level7
phpyr,0.0,Standard,140826_CM2_Level7
coa,0.1,Standard,140826_CM2_Level7
accoa,0.0,Standard,140826_CM2_Level7
malcoa,0.0,Standard,140826_CM2_Level7
succoa,0.0,Standard,140826_CM2_Level7
arg-L,0.0,Standard,140826_CM2_Level6
orn,0.0,Standard,140826_CM2_Level6
his-L,0.0,Standard,140826_CM2_Level6
his-L,0.0,Standard,140826_CM2_Level6
asn-L,0.0,Standard,140826_CM2_Level6
asn-L,0.0,Standard,140826_CM2_Level6
ser-L,0.0,Standard,140826_CM2_Level6
ser-L,0.0,Standard,140826_CM2_Level6
citr-L,0.0,Standard,140826_CM2_Level6
gln-L,0.0,Standard,140826_CM2_Level6
gln-L,0.0,Standard,140826_CM2_Level6
Hexose_Pool_fru_glc-D,0.0,Standard,140826_CM2_Level6
Hexose_Pool_fru_glc-D,0.0,Standard,140826_CM2_Level6
Lcystin,0.0,Standard,140826_CM2_Level6
thr-L,0.0,Standard,140826_CM2_Level6
ala-L,0.0,Standard,140826_CM2_Level6
ala-L,0.0,Standard,140826_CM2_Level6
cytd,0.0,Standard,140826_CM2_Level6
ura,0.0,Standard,140826_CM2_Level6
AICAr,0.0,Standard,140826_CM2_Level6
met-L,0.0,Standard,140826_CM2_Level6
uri,0.0,Standard,140826_CM2_Level6
uri,0.0,Standard,140826_CM2_Level6
gua,0.0,Standard,140826_CM2_Level6
hxan,0.0,Standard,140826_CM2_Level6
tyr-L,0.0,Standard,140826_CM2_Level6
tyr-L,0.0,Standard,140826_CM2_Level6
xan,0.0,Standard,140826_CM2_Level6
ins,0.0,Standard,140826_CM2_Level6
ins,0.0,Standard,140826_CM2_Level6
gsn,0.0,Standard,140826_CM2_Level6
gsn,0.0,Standard,140826_CM2_Level6
thym,0.0,Standard,140826_CM2_Level6
ade,0.0,Standard,140826_CM2_Level6
ade,0.0,Standard,140826_CM2_Level6
gam6p,0.0,Standard,140826_CM2_Level6
gam6p,0.0,Standard,140826_CM2_Level6
adn,0.0,Standard,140826_CM2_Level6
phe-L,0.0,Standard,140826_CM2_Level6
phe-L,0.0,Standard,140826_CM2_Level6
asp-L,0.0,Standard,140826_CM2_Level6
asp-L,0.0,Standard,140826_CM2_Level6
glu-L,0.0,Standard,140826_CM2_Level6
glu-L,0.0,Standard,140826_CM2_Level6
skm,0.2,Standard,140826_CM2_Level6
skm,0.2,Standard,140826_CM2_Level6
glx,0.0,Standard,140826_CM2_Level6
glyclt,20.0,Standard,140826_CM2_Level6
glyclt,20.0,Standard,140826_CM2_Level6
trp-L,0.0,Standard,140826_CM2_Level6
trp-L,0.0,Standard,140826_CM2_Level6
5oxpro,0.16,Standard,140826_CM2_Level6
5oxpro,0.16,Standard,140826_CM2_Level6
lac-L,4.0,Standard,140826_CM2_Level6
lac-L,4.0,Standard,140826_CM2_Level6
urate,0.0,Standard,140826_CM2_Level6
urate,0.0,Standard,140826_CM2_Level6
gthrd,0.0,Standard,140826_CM2_Level6
gthrd,0.0,Standard,140826_CM2_Level6
nad,0.0,Standard,140826_CM2_Level6
nad,0.0,Standard,140826_CM2_Level6
pyr,8.0,Standard,140826_CM2_Level6
pyr,8.0,Standard,140826_CM2_Level6
f6p,0.8,Standard,140826_CM2_Level6
f6p,0.8,Standard,140826_CM2_Level6
g3p,0.0,Standard,140826_CM2_Level6
g3p,0.0,Standard,140826_CM2_Level6
g6p,0.0,Standard,140826_CM2_Level6
g6p,0.0,Standard,140826_CM2_Level6
r5p,0.0,Standard,140826_CM2_Level6
r5p,0.0,Standard,140826_CM2_Level6
s7p,0.0,Standard,140826_CM2_Level6
s7p,0.0,Standard,140826_CM2_Level6
glyc3p,0.0,Standard,140826_CM2_Level6
glyc3p,0.0,Standard,140826_CM2_Level6
r5p,0.0,Standard,140826_CM2_Level6
r5p,0.0,Standard,140826_CM2_Level6
g1p,8.0,Standard,140826_CM2_Level6
g1p,8.0,Standard,140826_CM2_Level6
cmp,0.0,Standard,140826_CM2_Level6
cmp,0.0,Standard,140826_CM2_Level6
ru5p-D,0.32,Standard,140826_CM2_Level6
ru5p-D,0.32,Standard,140826_CM2_Level6
2obut,0.0,Standard,140826_CM2_Level6
2obut,0.0,Standard,140826_CM2_Level6
f1p,0.0,Standard,140826_CM2_Level6
f1p,0.0,Standard,140826_CM2_Level6
ru5p-D,0.32,Standard,140826_CM2_Level6
ru5p-D,0.32,Standard,140826_CM2_Level6
dcmp,0.0,Standard,140826_CM2_Level6
dcmp,0.0,Standard,140826_CM2_Level6
ump,0.0,Standard,140826_CM2_Level6
ump,0.0,Standard,140826_CM2_Level6
dhap,2.0,Standard,140826_CM2_Level6
dhap,2.0,Standard,140826_CM2_Level6
dump,0.0,Standard,140826_CM2_Level6
dump,0.0,Standard,140826_CM2_Level6
dimp,0.0,Standard,140826_CM2_Level6
dimp,0.0,Standard,140826_CM2_Level6
35cgmp,0.0,Standard,140826_CM2_Level6
35cgmp,0.0,Standard,140826_CM2_Level6
dgmp,0.0,Standard,140826_CM2_Level6
dgmp,0.0,Standard,140826_CM2_Level6
dtmp,0.0,Standard,140826_CM2_Level6
ribflv,0.8,Standard,140826_CM2_Level6
amp,0.0,Standard,140826_CM2_Level6
amp,0.0,Standard,140826_CM2_Level6
gmp,0.0,Standard,140826_CM2_Level6
gmp,0.0,Standard,140826_CM2_Level6
imp,0.0,Standard,140826_CM2_Level6
imp,0.0,Standard,140826_CM2_Level6
camp,0.0,Standard,140826_CM2_Level6
camp,0.0,Standard,140826_CM2_Level6
gthox,0.0,Standard,140826_CM2_Level6
gthox,0.0,Standard,140826_CM2_Level6
btn,0.2,Standard,140826_CM2_Level6
btn,0.2,Standard,140826_CM2_Level6
mmal,0.0,Standard,140826_CM2_Level6
mmal,0.0,Standard,140826_CM2_Level6
succ,2.0,Standard,140826_CM2_Level6
succ,2.0,Standard,140826_CM2_Level6
mal-L,4.0,Standard,140826_CM2_Level6
glutacon,4.0,Standard,140826_CM2_Level6
fum,2.0,Standard,140826_CM2_Level6
udpg,0.05,Standard,140826_CM2_Level6
damp,0.0,Standard,140826_CM2_Level6
damp,0.0,Standard,140826_CM2_Level6
oxa,4.0,Standard,140826_CM2_Level6
oxa,4.0,Standard,140826_CM2_Level6
actp,4.0,Standard,140826_CM2_Level6
actp,4.0,Standard,140826_CM2_Level6
akg,0.08,Standard,140826_CM2_Level6
oaa,0.0,Standard,140826_CM2_Level6
dtdpglu,0.08,Standard,140826_CM2_Level6
dtdpglu,0.08,Standard,140826_CM2_Level6
nadh,0.0,Standard,140826_CM2_Level6
nadh,0.0,Standard,140826_CM2_Level6
adpglc,0.04,Standard,140826_CM2_Level6
adpglc,0.04,Standard,140826_CM2_Level6
chor,2.0,Standard,140826_CM2_Level6
fol,0.8,Standard,140826_CM2_Level6
fol,0.8,Standard,140826_CM2_Level6
dgdp,0.04,Standard,140826_CM2_Level6
dgdp,0.04,Standard,140826_CM2_Level6
gdp,0.8,Standard,140826_CM2_Level6
gdp,0.8,Standard,140826_CM2_Level6
6pgc,0.0,Standard,140826_CM2_Level6
Pool_2pg_3pg,0.0,Standard,140826_CM2_Level6
Pool_2pg_3pg,0.0,Standard,140826_CM2_Level6
dcdp,0.4,Standard,140826_CM2_Level6
dcdp,0.4,Standard,140826_CM2_Level6
adp,0.04,Standard,140826_CM2_Level6
adp,0.04,Standard,140826_CM2_Level6
2mcit,0.0,Standard,140826_CM2_Level6
2mcit,0.0,Standard,140826_CM2_Level6
udp,0.08,Standard,140826_CM2_Level6
udp,0.08,Standard,140826_CM2_Level6
acon-C,0.4,Standard,140826_CM2_Level6
acon-C,0.4,Standard,140826_CM2_Level6
nadp,0.0,Standard,140826_CM2_Level6
nadp,0.0,Standard,140826_CM2_Level6
pep,0.0,Standard,140826_CM2_Level6
pep,0.0,Standard,140826_CM2_Level6
dadp,0.08,Standard,140826_CM2_Level6
dadp,0.08,Standard,140826_CM2_Level6
cit,0.8,Standard,140826_CM2_Level6
cit,0.8,Standard,140826_CM2_Level6
icit,0.0,Standard,140826_CM2_Level6
icit,0.0,Standard,140826_CM2_Level6
fad,8.0,Standard,140826_CM2_Level6
fad,8.0,Standard,140826_CM2_Level6
fdp,0.0,Standard,140826_CM2_Level6
fdp,0.0,Standard,140826_CM2_Level6
udpglcur,0.02,Standard,140826_CM2_Level6
udpglcur,0.02,Standard,140826_CM2_Level6
dgtp,0.0,Standard,140826_CM2_Level6
ctp,0.0,Standard,140826_CM2_Level6
ctp,0.0,Standard,140826_CM2_Level6
dctp,0.0,Standard,140826_CM2_Level6
dctp,0.0,Standard,140826_CM2_Level6
ditp,0.0,Standard,140826_CM2_Level6
ditp,0.0,Standard,140826_CM2_Level6
dutp,0.0,Standard,140826_CM2_Level6
dutp,0.0,Standard,140826_CM2_Level6
itp,0.0,Standard,140826_CM2_Level6
itp,0.0,Standard,140826_CM2_Level6
utp,0.0,Standard,140826_CM2_Level6
utp,0.0,Standard,140826_CM2_Level6
23dpg,0.0,Standard,140826_CM2_Level6
23dpg,0.0,Standard,140826_CM2_Level6
atp,0.0,Standard,140826_CM2_Level6
atp,0.0,Standard,140826_CM2_Level6
datp,0.0,Standard,140826_CM2_Level6
datp,0.0,Standard,140826_CM2_Level6
dttp,0.0,Standard,140826_CM2_Level6
dttp,0.0,Standard,140826_CM2_Level6
gtp,0.0,Standard,140826_CM2_Level6
gtp,0.0,Standard,140826_CM2_Level6
prpp,0.0,Standard,140826_CM2_Level6
prpp,0.0,Standard,140826_CM2_Level6
nadph,0.0,Standard,140826_CM2_Level6
nadph,0.0,Standard,140826_CM2_Level6
phpyr,0.0,Standard,140826_CM2_Level6
phpyr,0.0,Standard,140826_CM2_Level6
coa,0.2,Standard,140826_CM2_Level6
accoa,0.0,Standard,140826_CM2_Level6
malcoa,0.0,Standard,140826_CM2_Level6
succoa,0.0,Standard,140826_CM2_Level6
arg-L,0.0,Standard,140826_CM2_Level5
orn,0.0,Standard,140826_CM2_Level5
his-L,0.0,Standard,140826_CM2_Level5
his-L,0.0,Standard,140826_CM2_Level5
asn-L,0.0,Standard,140826_CM2_Level5
asn-L,0.0,Standard,140826_CM2_Level5
ser-L,0.0,Standard,140826_CM2_Level5
ser-L,0.0,Standard,140826_CM2_Level5
citr-L,0.0,Standard,140826_CM2_Level5
gln-L,0.0,Standard,140826_CM2_Level5
gln-L,0.0,Standard,140826_CM2_Level5
Hexose_Pool_fru_glc-D,0.0,Standard,140826_CM2_Level5
Hexose_Pool_fru_glc-D,0.0,Standard,140826_CM2_Level5
Lcystin,0.0,Standard,140826_CM2_Level5
thr-L,0.0,Standard,140826_CM2_Level5
ala-L,0.0,Standard,140826_CM2_Level5
ala-L,0.0,Standard,140826_CM2_Level5
cytd,0.0,Standard,140826_CM2_Level5
ura,0.0,Standard,140826_CM2_Level5
AICAr,0.0,Standard,140826_CM2_Level5
met-L,0.0,Standard,140826_CM2_Level5
uri,0.0,Standard,140826_CM2_Level5
uri,0.0,Standard,140826_CM2_Level5
gua,0.0,Standard,140826_CM2_Level5
hxan,0.0,Standard,140826_CM2_Level5
tyr-L,0.0,Standard,140826_CM2_Level5
tyr-L,0.0,Standard,140826_CM2_Level5
xan,0.0,Standard,140826_CM2_Level5
ins,0.0,Standard,140826_CM2_Level5
ins,0.0,Standard,140826_CM2_Level5
gsn,0.0,Standard,140826_CM2_Level5
gsn,0.0,Standard,140826_CM2_Level5
thym,0.0,Standard,140826_CM2_Level5
ade,0.0,Standard,140826_CM2_Level5
ade,0.0,Standard,140826_CM2_Level5
gam6p,0.0,Standard,140826_CM2_Level5
gam6p,0.0,Standard,140826_CM2_Level5
adn,0.0,Standard,140826_CM2_Level5
phe-L,0.0,Standard,140826_CM2_Level5
phe-L,0.0,Standard,140826_CM2_Level5
asp-L,0.0,Standard,140826_CM2_Level5
asp-L,0.0,Standard,140826_CM2_Level5
glu-L,0.0,Standard,140826_CM2_Level5
glu-L,0.0,Standard,140826_CM2_Level5
skm,0.5,Standard,140826_CM2_Level5
skm,0.5,Standard,140826_CM2_Level5
glx,0.0,Standard,140826_CM2_Level5
glyclt,50.0,Standard,140826_CM2_Level5
glyclt,50.0,Standard,140826_CM2_Level5
trp-L,0.0,Standard,140826_CM2_Level5
trp-L,0.0,Standard,140826_CM2_Level5
5oxpro,0.4,Standard,140826_CM2_Level5
5oxpro,0.4,Standard,140826_CM2_Level5
lac-L,10.0,Standard,140826_CM2_Level5
lac-L,10.0,Standard,140826_CM2_Level5
urate,0.0,Standard,140826_CM2_Level5
urate,0.0,Standard,140826_CM2_Level5
gthrd,0.0,Standard,140826_CM2_Level5
gthrd,0.0,Standard,140826_CM2_Level5
nad,0.0,Standard,140826_CM2_Level5
nad,0.0,Standard,140826_CM2_Level5
pyr,20.0,Standard,140826_CM2_Level5
pyr,20.0,Standard,140826_CM2_Level5
f6p,2.0,Standard,140826_CM2_Level5
f6p,2.0,Standard,140826_CM2_Level5
g3p,0.0,Standard,140826_CM2_Level5
g3p,0.0,Standard,140826_CM2_Level5
g6p,0.0,Standard,140826_CM2_Level5
g6p,0.0,Standard,140826_CM2_Level5
r5p,0.0,Standard,140826_CM2_Level5
r5p,0.0,Standard,140826_CM2_Level5
s7p,0.0,Standard,140826_CM2_Level5
s7p,0.0,Standard,140826_CM2_Level5
glyc3p,0.0,Standard,140826_CM2_Level5
glyc3p,0.0,Standard,140826_CM2_Level5
r5p,0.0,Standard,140826_CM2_Level5
r5p,0.0,Standard,140826_CM2_Level5
g1p,20.0,Standard,140826_CM2_Level5
g1p,20.0,Standard,140826_CM2_Level5
cmp,0.0,Standard,140826_CM2_Level5
cmp,0.0,Standard,140826_CM2_Level5
ru5p-D,0.8,Standard,140826_CM2_Level5
ru5p-D,0.8,Standard,140826_CM2_Level5
2obut,0.0,Standard,140826_CM2_Level5
2obut,0.0,Standard,140826_CM2_Level5
f1p,0.0,Standard,140826_CM2_Level5
f1p,0.0,Standard,140826_CM2_Level5
ru5p-D,0.8,Standard,140826_CM2_Level5
ru5p-D,0.8,Standard,140826_CM2_Level5
dcmp,0.0,Standard,140826_CM2_Level5
dcmp,0.0,Standard,140826_CM2_Level5
ump,0.0,Standard,140826_CM2_Level5
ump,0.0,Standard,140826_CM2_Level5
dhap,5.0,Standard,140826_CM2_Level5
dhap,5.0,Standard,140826_CM2_Level5
dump,0.0,Standard,140826_CM2_Level5
dump,0.0,Standard,140826_CM2_Level5
dimp,0.0,Standard,140826_CM2_Level5
dimp,0.0,Standard,140826_CM2_Level5
35cgmp,0.0,Standard,140826_CM2_Level5
35cgmp,0.0,Standard,140826_CM2_Level5
dgmp,0.0,Standard,140826_CM2_Level5
dgmp,0.0,Standard,140826_CM2_Level5
dtmp,0.0,Standard,140826_CM2_Level5
ribflv,2.0,Standard,140826_CM2_Level5
amp,0.0,Standard,140826_CM2_Level5
amp,0.0,Standard,140826_CM2_Level5
gmp,0.0,Standard,140826_CM2_Level5
gmp,0.0,Standard,140826_CM2_Level5
imp,0.0,Standard,140826_CM2_Level5
imp,0.0,Standard,140826_CM2_Level5
camp,0.0,Standard,140826_CM2_Level5
camp,0.0,Standard,140826_CM2_Level5
gthox,0.0,Standard,140826_CM2_Level5
gthox,0.0,Standard,140826_CM2_Level5
btn,0.5,Standard,140826_CM2_Level5
btn,0.5,Standard,140826_CM2_Level5
mmal,0.0,Standard,140826_CM2_Level5
mmal,0.0,Standard,140826_CM2_Level5
succ,5.0,Standard,140826_CM2_Level5
succ,5.0,Standard,140826_CM2_Level5
mal-L,10.0,Standard,140826_CM2_Level5
glutacon,10.0,Standard,140826_CM2_Level5
fum,5.0,Standard,140826_CM2_Level5
udpg,0.125,Standard,140826_CM2_Level5
damp,0.0,Standard,140826_CM2_Level5
damp,0.0,Standard,140826_CM2_Level5
oxa,10.0,Standard,140826_CM2_Level5
oxa,10.0,Standard,140826_CM2_Level5
actp,10.0,Standard,140826_CM2_Level5
actp,10.0,Standard,140826_CM2_Level5
akg,0.2,Standard,140826_CM2_Level5
oaa,0.0,Standard,140826_CM2_Level5
dtdpglu,0.2,Standard,140826_CM2_Level5
dtdpglu,0.2,Standard,140826_CM2_Level5
nadh,0.0,Standard,140826_CM2_Level5
nadh,0.0,Standard,140826_CM2_Level5
adpglc,0.1,Standard,140826_CM2_Level5
adpglc,0.1,Standard,140826_CM2_Level5
chor,5.0,Standard,140826_CM2_Level5
fol,2.0,Standard,140826_CM2_Level5
fol,2.0,Standard,140826_CM2_Level5
dgdp,0.1,Standard,140826_CM2_Level5
dgdp,0.1,Standard,140826_CM2_Level5
gdp,2.0,Standard,140826_CM2_Level5
gdp,2.0,Standard,140826_CM2_Level5
6pgc,0.0,Standard,140826_CM2_Level5
Pool_2pg_3pg,0.0,Standard,140826_CM2_Level5
Pool_2pg_3pg,0.0,Standard,140826_CM2_Level5
dcdp,1.0,Standard,140826_CM2_Level5
dcdp,1.0,Standard,140826_CM2_Level5
adp,0.1,Standard,140826_CM2_Level5
adp,0.1,Standard,140826_CM2_Level5
2mcit,0.0,Standard,140826_CM2_Level5
2mcit,0.0,Standard,140826_CM2_Level5
udp,0.2,Standard,140826_CM2_Level5
udp,0.2,Standard,140826_CM2_Level5
acon-C,1.0,Standard,140826_CM2_Level5
acon-C,1.0,Standard,140826_CM2_Level5
nadp,0.0,Standard,140826_CM2_Level5
nadp,0.0,Standard,140826_CM2_Level5
pep,0.0,Standard,140826_CM2_Level5
pep,0.0,Standard,140826_CM2_Level5
dadp,0.2,Standard,140826_CM2_Level5
dadp,0.2,Standard,140826_CM2_Level5
cit,2.0,Standard,140826_CM2_Level5
cit,2.0,Standard,140826_CM2_Level5
icit,0.0,Standard,140826_CM2_Level5
icit,0.0,Standard,140826_CM2_Level5
fad,20.0,Standard,140826_CM2_Level5
fad,20.0,Standard,140826_CM2_Level5
fdp,0.0,Standard,140826_CM2_Level5
fdp,0.0,Standard,140826_CM2_Level5
udpglcur,0.05,Standard,140826_CM2_Level5
udpglcur,0.05,Standard,140826_CM2_Level5
dgtp,0.0,Standard,140826_CM2_Level5
ctp,0.0,Standard,140826_CM2_Level5
ctp,0.0,Standard,140826_CM2_Level5
dctp,0.0,Standard,140826_CM2_Level5
dctp,0.0,Standard,140826_CM2_Level5
ditp,0.0,Standard,140826_CM2_Level5
ditp,0.0,Standard,140826_CM2_Level5
dutp,0.0,Standard,140826_CM2_Level5
dutp,0.0,Standard,140826_CM2_Level5
itp,0.0,Standard,140826_CM2_Level5
itp,0.0,Standard,140826_CM2_Level5
utp,0.0,Standard,140826_CM2_Level5
utp,0.0,Standard,140826_CM2_Level5
23dpg,0.0,Standard,140826_CM2_Level5
23dpg,0.0,Standard,140826_CM2_Level5
atp,0.0,Standard,140826_CM2_Level5
atp,0.0,Standard,140826_CM2_Level5
datp,0.0,Standard,140826_CM2_Level5
datp,0.0,Standard,140826_CM2_Level5
dttp,0.0,Standard,140826_CM2_Level5
dttp,0.0,Standard,140826_CM2_Level5
gtp,0.0,Standard,140826_CM2_Level5
gtp,0.0,Standard,140826_CM2_Level5
prpp,0.0,Standard,140826_CM2_Level5
prpp,0.0,Standard,140826_CM2_Level5
nadph,0.0,Standard,140826_CM2_Level5
nadph,0.0,Standard,140826_CM2_Level5
phpyr,0.0,Standard,140826_CM2_Level5
phpyr,0.0,Standard,140826_CM2_Level5
coa,0.5,Standard,140826_CM2_Level5
accoa,0.0,Standard,140826_CM2_Level5
malcoa,0.0,Standard,140826_CM2_Level5
succoa,0.0,Standard,140826_CM2_Level5
arg-L,0.0,Standard,140826_CM2_Level4
orn,0.0,Standard,140826_CM2_Level4
his-L,0.0,Standard,140826_CM2_Level4
his-L,0.0,Standard,140826_CM2_Level4
asn-L,0.0,Standard,140826_CM2_Level4
asn-L,0.0,Standard,140826_CM2_Level4
ser-L,0.0,Standard,140826_CM2_Level4
ser-L,0.0,Standard,140826_CM2_Level4
citr-L,0.0,Standard,140826_CM2_Level4
gln-L,0.0,Standard,140826_CM2_Level4
gln-L,0.0,Standard,140826_CM2_Level4
Hexose_Pool_fru_glc-D,0.0,Standard,140826_CM2_Level4
Hexose_Pool_fru_glc-D,0.0,Standard,140826_CM2_Level4
Lcystin,0.0,Standard,140826_CM2_Level4
thr-L,0.0,Standard,140826_CM2_Level4
ala-L,0.0,Standard,140826_CM2_Level4
ala-L,0.0,Standard,140826_CM2_Level4
cytd,0.0,Standard,140826_CM2_Level4
ura,0.0,Standard,140826_CM2_Level4
AICAr,0.0,Standard,140826_CM2_Level4
met-L,0.0,Standard,140826_CM2_Level4
uri,0.0,Standard,140826_CM2_Level4
uri,0.0,Standard,140826_CM2_Level4
gua,0.0,Standard,140826_CM2_Level4
hxan,0.0,Standard,140826_CM2_Level4
tyr-L,0.0,Standard,140826_CM2_Level4
tyr-L,0.0,Standard,140826_CM2_Level4
xan,0.0,Standard,140826_CM2_Level4
ins,0.0,Standard,140826_CM2_Level4
ins,0.0,Standard,140826_CM2_Level4
gsn,0.0,Standard,140826_CM2_Level4
gsn,0.0,Standard,140826_CM2_Level4
thym,0.0,Standard,140826_CM2_Level4
ade,0.0,Standard,140826_CM2_Level4
ade,0.0,Standard,140826_CM2_Level4
gam6p,0.0,Standard,140826_CM2_Level4
gam6p,0.0,Standard,140826_CM2_Level4
adn,0.0,Standard,140826_CM2_Level4
phe-L,0.0,Standard,140826_CM2_Level4
phe-L,0.0,Standard,140826_CM2_Level4
asp-L,0.0,Standard,140826_CM2_Level4
asp-L,0.0,Standard,140826_CM2_Level4
glu-L,0.0,Standard,140826_CM2_Level4
glu-L,0.0,Standard,140826_CM2_Level4
skm,1.0,Standard,140826_CM2_Level4
skm,1.0,Standard,140826_CM2_Level4
glx,0.0,Standard,140826_CM2_Level4
glyclt,100.0,Standard,140826_CM2_Level4
glyclt,100.0,Standard,140826_CM2_Level4
trp-L,0.0,Standard,140826_CM2_Level4
trp-L,0.0,Standard,140826_CM2_Level4
5oxpro,0.8,Standard,140826_CM2_Level4
5oxpro,0.8,Standard,140826_CM2_Level4
lac-L,20.0,Standard,140826_CM2_Level4
lac-L,20.0,Standard,140826_CM2_Level4
urate,0.0,Standard,140826_CM2_Level4
urate,0.0,Standard,140826_CM2_Level4
gthrd,0.0,Standard,140826_CM2_Level4
gthrd,0.0,Standard,140826_CM2_Level4
nad,0.0,Standard,140826_CM2_Level4
nad,0.0,Standard,140826_CM2_Level4
pyr,40.0,Standard,140826_CM2_Level4
pyr,40.0,Standard,140826_CM2_Level4
f6p,4.0,Standard,140826_CM2_Level4
f6p,4.0,Standard,140826_CM2_Level4
g3p,0.0,Standard,140826_CM2_Level4
g3p,0.0,Standard,140826_CM2_Level4
g6p,0.0,Standard,140826_CM2_Level4
g6p,0.0,Standard,140826_CM2_Level4
r5p,0.0,Standard,140826_CM2_Level4
r5p,0.0,Standard,140826_CM2_Level4
s7p,0.0,Standard,140826_CM2_Level4
s7p,0.0,Standard,140826_CM2_Level4
glyc3p,0.0,Standard,140826_CM2_Level4
glyc3p,0.0,Standard,140826_CM2_Level4
r5p,0.0,Standard,140826_CM2_Level4
r5p,0.0,Standard,140826_CM2_Level4
g1p,40.0,Standard,140826_CM2_Level4
g1p,40.0,Standard,140826_CM2_Level4
cmp,0.0,Standard,140826_CM2_Level4
cmp,0.0,Standard,140826_CM2_Level4
ru5p-D,1.6,Standard,140826_CM2_Level4
ru5p-D,1.6,Standard,140826_CM2_Level4
2obut,0.0,Standard,140826_CM2_Level4
2obut,0.0,Standard,140826_CM2_Level4
f1p,0.0,Standard,140826_CM2_Level4
f1p,0.0,Standard,140826_CM2_Level4
ru5p-D,1.6,Standard,140826_CM2_Level4
ru5p-D,1.6,Standard,140826_CM2_Level4
dcmp,0.0,Standard,140826_CM2_Level4
dcmp,0.0,Standard,140826_CM2_Level4
ump,0.0,Standard,140826_CM2_Level4
ump,0.0,Standard,140826_CM2_Level4
dhap,10.0,Standard,140826_CM2_Level4
dhap,10.0,Standard,140826_CM2_Level4
dump,0.0,Standard,140826_CM2_Level4
dump,0.0,Standard,140826_CM2_Level4
dimp,0.0,Standard,140826_CM2_Level4
dimp,0.0,Standard,140826_CM2_Level4
35cgmp,0.0,Standard,140826_CM2_Level4
35cgmp,0.0,Standard,140826_CM2_Level4
dgmp,0.0,Standard,140826_CM2_Level4
dgmp,0.0,Standard,140826_CM2_Level4
dtmp,0.0,Standard,140826_CM2_Level4
ribflv,4.0,Standard,140826_CM2_Level4
amp,0.0,Standard,140826_CM2_Level4
amp,0.0,Standard,140826_CM2_Level4
gmp,0.0,Standard,140826_CM2_Level4
gmp,0.0,Standard,140826_CM2_Level4
imp,0.0,Standard,140826_CM2_Level4
imp,0.0,Standard,140826_CM2_Level4
camp,0.0,Standard,140826_CM2_Level4
camp,0.0,Standard,140826_CM2_Level4
gthox,0.0,Standard,140826_CM2_Level4
gthox,0.0,Standard,140826_CM2_Level4
btn,1.0,Standard,140826_CM2_Level4
btn,1.0,Standard,140826_CM2_Level4
mmal,0.0,Standard,140826_CM2_Level4
mmal,0.0,Standard,140826_CM2_Level4
succ,10.0,Standard,140826_CM2_Level4
succ,10.0,Standard,140826_CM2_Level4
mal-L,20.0,Standard,140826_CM2_Level4
glutacon,20.0,Standard,140826_CM2_Level4
fum,10.0,Standard,140826_CM2_Level4
udpg,0.25,Standard,140826_CM2_Level4
damp,0.0,Standard,140826_CM2_Level4
damp,0.0,Standard,140826_CM2_Level4
oxa,20.0,Standard,140826_CM2_Level4
oxa,20.0,Standard,140826_CM2_Level4
actp,20.0,Standard,140826_CM2_Level4
actp,20.0,Standard,140826_CM2_Level4
akg,0.4,Standard,140826_CM2_Level4
oaa,0.0,Standard,140826_CM2_Level4
dtdpglu,0.4,Standard,140826_CM2_Level4
dtdpglu,0.4,Standard,140826_CM2_Level4
nadh,0.0,Standard,140826_CM2_Level4
nadh,0.0,Standard,140826_CM2_Level4
adpglc,0.2,Standard,140826_CM2_Level4
