Sample Name,Sample Type,Component Group Name
140521_CM2_Level7,Standard,asp-L
140521_CM2_Level7,Standard,asp-L
140521_CM2_Level7,Standard,glu-L
140521_CM2_Level7,Standard,glu-L
140521_CM2_Level7,Standard,skm
140521_CM2_Level7,Standard,skm
140521_CM2_Level7,Standard,glx
140521_CM2_Level7,Standard,glyclt
140521_CM2_Level7,Standard,glyclt
140521_CM2_Level7,Standard,trp-L
140521_CM2_Level7,Standard,trp-L
140521_CM2_Level7,Standard,5oxpro
140521_CM2_Level7,Standard,5oxpro
140521_CM2_Level7,Standard,lac-L
140521_CM2_Level7,Standard,lac-L
140521_CM2_Level7,Standard,urate
140521_CM2_Level7,Standard,urate
140521_CM2_Level7,Standard,gthrd
140521_CM2_Level7,Standard,gthrd
140521_CM2_Level7,Standard,nad
140521_CM2_Level7,Standard,nad
140521_CM2_Level7,Standard,pyr
140521_CM2_Level7,Standard,pyr
140521_CM2_Level7,Standard,f6p
140521_CM2_Level7,Standard,f6p
140521_CM2_Level7,Standard,g3p
140521_CM2_Level7,Standard,g3p
140521_CM2_Level7,Standard,g6p
140521_CM2_Level7,Standard,g6p
140521_CM2_Level7,Standard,r5p
140521_CM2_Level7,Standard,r5p
140521_CM2_Level7,Standard,s7p
140521_CM2_Level7,Standard,s7p
140521_CM2_Level7,Standard,glyc3p
140521_CM2_Level7,Standard,glyc3p
140521_CM2_Level7,Standard,r5p
140521_CM2_Level7,Standard,r5p
140521_CM2_Level7,Standard,g1p
140521_CM2_Level7,Standard,g1p
140521_CM2_Level7,Standard,cmp
140521_CM2_Level7,Standard,cmp
140521_CM2_Level7,Standard,ru5p-D
140521_CM2_Level7,Standard,ru5p-D
140521_CM2_Level7,Standard,2obut
140521_CM2_Level7,Standard,2obut
140521_CM2_Level7,Standard,f1p
140521_CM2_Level7,Standard,f1p
140521_CM2_Level7,Standard,ru5p-D
140521_CM2_Level7,Standard,ru5p-D
140521_CM2_Level7,Standard,dcmp
140521_CM2_Level7,Standard,dcmp
140521_CM2_Level7,Standard,ump
140521_CM2_Level7,Standard,ump
140521_CM2_Level7,Standard,dhap
140521_CM2_Level7,Standard,dhap
140521_CM2_Level7,Standard,dump
140521_CM2_Level7,Standard,dump
140521_CM2_Level7,Standard,dimp
140521_CM2_Level7,Standard,dimp
140521_CM2_Level7,Standard,35cgmp
140521_CM2_Level7,Standard,35cgmp
140521_CM2_Level7,Standard,dgmp
140521_CM2_Level7,Standard,dgmp
140521_CM2_Level7,Standard,dtmp
140521_CM2_Level7,Standard,ribflv
140521_CM2_Level7,Standard,amp
140521_CM2_Level7,Standard,amp
140521_CM2_Level7,Standard,gmp
140521_CM2_Level7,Standard,gmp
140521_CM2_Level7,Standard,imp
140521_CM2_Level7,Standard,imp
140521_CM2_Level7,Standard,camp
140521_CM2_Level7,Standard,camp
140521_CM2_Level7,Standard,gthox
140521_CM2_Level7,Standard,gthox
140521_CM2_Level7,Standard,btn
140521_CM2_Level7,Standard,btn
140521_CM2_Level7,Standard,mmal
140521_CM2_Level7,Standard,mmal
140521_CM2_Level7,Standard,succ
140521_CM2_Level7,Standard,succ
140521_CM2_Level7,Standard,mal-L
140521_CM2_Level7,Standard,glutacon
140521_CM2_Level7,Standard,fum
140521_CM2_Level7,Standard,udpg
140521_CM2_Level7,Standard,udpg
140521_CM2_Level7,Standard,damp
140521_CM2_Level7,Standard,damp
140521_CM2_Level7,Standard,oxa
140521_CM2_Level7,Standard,oxa
140521_CM2_Level7,Standard,actp
140521_CM2_Level7,Standard,actp
140521_CM2_Level7,Standard,akg
140521_CM2_Level7,Standard,oaa
140521_CM2_Level7,Standard,dtdpglu
140521_CM2_Level7,Standard,dtdpglu
140521_CM2_Level7,Standard,nadh
140521_CM2_Level7,Standard,nadh
140521_CM2_Level7,Standard,adpglc
140521_CM2_Level7,Standard,adpglc
140521_CM2_Level7,Standard,chor
140521_CM2_Level7,Standard,fol
140521_CM2_Level7,Standard,fol
140521_CM2_Level7,Standard,dgdp
140521_CM2_Level7,Standard,dgdp
140521_CM2_Level7,Standard,gdp
140521_CM2_Level7,Standard,gdp
140521_CM2_Level7,Standard,6pgc
140521_CM2_Level7,Standard,Pool_2pg_3pg
140521_CM2_Level7,Standard,Pool_2pg_3pg
140521_CM2_Level7,Standard,dcdp
140521_CM2_Level7,Standard,dcdp
140521_CM2_Level7,Standard,adp
140521_CM2_Level7,Standard,adp
140521_CM2_Level7,Standard,2mcit
140521_CM2_Level7,Standard,2mcit
140521_CM2_Level7,Standard,udp
140521_CM2_Level7,Standard,udp
140521_CM2_Level7,Standard,acon-C
140521_CM2_Level7,Standard,acon-C
140521_CM2_Level7,Standard,nadp
140521_CM2_Level7,Standard,nadp
140521_CM2_Level7,Standard,pep
140521_CM2_Level7,Standard,pep
140521_CM2_Level7,Standard,dadp
140521_CM2_Level7,Standard,dadp
140521_CM2_Level7,Standard,cit
140521_CM2_Level7,Standard,cit
140521_CM2_Level7,Standard,icit
140521_CM2_Level7,Standard,icit
140521_CM2_Level7,Standard,fad
140521_CM2_Level7,Standard,fad
140521_CM2_Level7,Standard,fdp
140521_CM2_Level7,Standard,fdp
140521_CM2_Level7,Standard,udpglcur
140521_CM2_Level7,Standard,udpglcur
140521_CM2_Level7,Standard,dgtp
140521_CM2_Level7,Standard,ctp
140521_CM2_Level7,Standard,ctp
140521_CM2_Level7,Standard,dctp
140521_CM2_Level7,Standard,dctp
140521_CM2_Level7,Standard,ditp
140521_CM2_Level7,Standard,ditp
140521_CM2_Level7,Standard,dutp
140521_CM2_Level7,Standard,dutp
140521_CM2_Level7,Standard,itp
140521_CM2_Level7,Standard,itp
140521_CM2_Level7,Standard,utp
140521_CM2_Level7,Standard,utp
140521_CM2_Level7,Standard,23dpg
140521_CM2_Level7,Standard,23dpg
140521_CM2_Level7,Standard,atp
140521_CM2_Level7,Standard,atp
140521_CM2_Level7,Standard,datp
140521_CM2_Level7,Standard,datp
140521_CM2_Level7,Standard,dttp
140521_CM2_Level7,Standard,dttp
140521_CM2_Level7,Standard,gtp
140521_CM2_Level7,Standard,gtp
140521_CM2_Level7,Standard,prpp
140521_CM2_Level7,Standard,prpp
140521_CM2_Level7,Standard,nadph
140521_CM2_Level7,Standard,nadph
140521_CM2_Level7,Standard,phpyr
140521_CM2_Level7,Standard,phpyr
140521_CM2_Level7,Standard,coa
140521_CM2_Level7,Standard,accoa
140521_CM2_Level7,Standard,malcoa
140521_CM2_Level7,Standard,succoa
140521_CM2_Level6,Standard,arg-L
140521_CM2_Level6,Standard,orn
140521_CM2_Level6,Standard,his-L
140521_CM2_Level6,Standard,his-L
140521_CM2_Level6,Standard,asn-L
140521_CM2_Level6,Standard,asn-L
140521_CM2_Level6,Standard,ser-L
140521_CM2_Level6,Standard,ser-L
140521_CM2_Level6,Standard,citr-L
140521_CM2_Level6,Standard,gln-L
140521_CM2_Level6,Standard,gln-L
140521_CM2_Level6,Standard,Hexose_Pool_fru_glc-D
140521_CM2_Level6,Standard,Hexose_Pool_fru_glc-D
140521_CM2_Level6,Standard,Lcystin
140521_CM2_Level6,Standard,thr-L
140521_CM2_Level6,Standard,ala-L
140521_CM2_Level6,Standard,ala-L
140521_CM2_Level6,Standard,cytd
140521_CM2_Level6,Standard,ura
140521_CM2_Level6,Standard,AICAr
140521_CM2_Level6,Standard,met-L
140521_CM2_Level6,Standard,uri
140521_CM2_Level6,Standard,uri
140521_CM2_Level6,Standard,gua
140521_CM2_Level6,Standard,hxan
140521_CM2_Level6,Standard,tyr-L
140521_CM2_Level6,Standard,tyr-L
140521_CM2_Level6,Standard,xan
140521_CM2_Level6,Standard,ins
140521_CM2_Level6,Standard,ins
140521_CM2_Level6,Standard,gsn
140521_CM2_Level6,Standard,gsn
140521_CM2_Level6,Standard,thym
140521_CM2_Level6,Standard,ade
140521_CM2_Level6,Standard,ade
140521_CM2_Level6,Standard,gam6p
140521_CM2_Level6,Standard,gam6p
140521_CM2_Level6,Standard,adn
140521_CM2_Level6,Standard,phe-L
140521_CM2_Level6,Standard,phe-L
140521_CM2_Level6,Standard,asp-L
140521_CM2_Level6,Standard,asp-L
140521_CM2_Level6,Standard,glu-L
140521_CM2_Level6,Standard,glu-L
140521_CM2_Level6,Standard,skm
140521_CM2_Level6,Standard,skm
140521_CM2_Level6,Standard,glx
140521_CM2_Level6,Standard,glyclt
140521_CM2_Level6,Standard,glyclt
140521_CM2_Level6,Standard,trp-L
140521_CM2_Level6,Standard,trp-L
140521_CM2_Level6,Standard,5oxpro
140521_CM2_Level6,Standard,5oxpro
140521_CM2_Level6,Standard,lac-L
140521_CM2_Level6,Standard,lac-L
140521_CM2_Level6,Standard,urate
140521_CM2_Level6,Standard,urate
140521_CM2_Level6,Standard,gthrd
140521_CM2_Level6,Standard,gthrd
140521_CM2_Level6,Standard,nad
140521_CM2_Level6,Standard,nad
140521_CM2_Level6,Standard,pyr
140521_CM2_Level6,Standard,pyr
140521_CM2_Level6,Standard,f6p
140521_CM2_Level6,Standard,f6p
140521_CM2_Level6,Standard,g3p
140521_CM2_Level6,Standard,g3p
140521_CM2_Level6,Standard,g6p
140521_CM2_Level6,Standard,g6p
140521_CM2_Level6,Standard,r5p
140521_CM2_Level6,Standard,r5p
140521_CM2_Level6,Standard,s7p
140521_CM2_Level6,Standard,s7p
140521_CM2_Level6,Standard,glyc3p
140521_CM2_Level6,Standard,glyc3p
140521_CM2_Level6,Standard,r5p
140521_CM2_Level6,Standard,r5p
140521_CM2_Level6,Standard,g1p
140521_CM2_Level6,Standard,g1p
140521_CM2_Level6,Standard,cmp
140521_CM2_Level6,Standard,cmp
140521_CM2_Level6,Standard,ru5p-D
140521_CM2_Level6,Standard,ru5p-D
140521_CM2_Level6,Standard,2obut
140521_CM2_Level6,Standard,2obut
140521_CM2_Level6,Standard,f1p
140521_CM2_Level6,Standard,f1p
140521_CM2_Level6,Standard,ru5p-D
140521_CM2_Level6,Standard,ru5p-D
140521_CM2_Level6,Standard,dcmp
140521_CM2_Level6,Standard,dcmp
140521_CM2_Level6,Standard,ump
140521_CM2_Level6,Standard,ump
140521_CM2_Level6,Standard,dhap
140521_CM2_Level6,Standard,dhap
140521_CM2_Level6,Standard,dump
140521_CM2_Level6,Standard,dump
140521_CM2_Level6,Standard,dimp
140521_CM2_Level6,Standard,dimp
140521_CM2_Level6,Standard,35cgmp
140521_CM2_Level6,Standard,35cgmp
140521_CM2_Level6,Standard,dgmp
140521_CM2_Level6,Standard,dgmp
140521_CM2_Level6,Standard,dtmp
140521_CM2_Level6,Standard,ribflv
140521_CM2_Level6,Standard,amp
140521_CM2_Level6,Standard,amp
140521_CM2_Level6,Standard,gmp
140521_CM2_Level6,Standard,gmp
140521_CM2_Level6,Standard,imp
140521_CM2_Level6,Standard,imp
140521_CM2_Level6,Standard,camp
140521_CM2_Level6,Standard,camp
140521_CM2_Level6,Standard,gthox
140521_CM2_Level6,Standard,gthox
140521_CM2_Level6,Standard,btn
140521_CM2_Level6,Standard,btn
140521_CM2_Level6,Standard,mmal
140521_CM2_Level6,Standard,mmal
140521_CM2_Level6,Standard,succ
140521_CM2_Level6,Standard,succ
140521_CM2_Level6,Standard,mal-L
140521_CM2_Level6,Standard,glutacon
140521_CM2_Level6,Standard,fum
140521_CM2_Level6,Standard,udpg
140521_CM2_Level6,Standard,udpg
140521_CM2_Level6,Standard,damp
140521_CM2_Level6,Standard,damp
140521_CM2_Level6,Standard,oxa
140521_CM2_Level6,Standard,oxa
140521_CM2_Level6,Standard,actp
140521_CM2_Level6,Standard,actp
140521_CM2_Level6,Standard,akg
140521_CM2_Level6,Standard,oaa
140521_CM2_Level6,Standard,dtdpglu
140521_CM2_Level6,Standard,dtdpglu
140521_CM2_Level6,Standard,nadh
140521_CM2_Level6,Standard,nadh
140521_CM2_Level6,Standard,adpglc
140521_CM2_Level6,Standard,adpglc
140521_CM2_Level6,Standard,chor
140521_CM2_Level6,Standard,fol
140521_CM2_Level6,Standard,fol
140521_CM2_Level6,Standard,dgdp
140521_CM2_Level6,Standard,dgdp
140521_CM2_Level6,Standard,gdp
140521_CM2_Level6,Standard,gdp
140521_CM2_Level6,Standard,6pgc
140521_CM2_Level6,Standard,Pool_2pg_3pg
140521_CM2_Level6,Standard,Pool_2pg_3pg
140521_CM2_Level6,Standard,dcdp
140521_CM2_Level6,Standard,dcdp
140521_CM2_Level6,Standard,adp
140521_CM2_Level6,Standard,adp
140521_CM2_Level6,Standard,2mcit
140521_CM2_Level6,Standard,2mcit
140521_CM2_Level6,Standard,udp
140521_CM2_Level6,Standard,udp
140521_CM2_Level6,Standard,acon-C
140521_CM2_Level6,Standard,acon-C
140521_CM2_Level6,Standard,nadp
140521_CM2_Level6,Standard,nadp
140521_CM2_Level6,Standard,pep
140521_CM2_Level6,Standard,pep
140521_CM2_Level6,Standard,dadp
140521_CM2_Level6,Standard,dadp
140521_CM2_Level6,Standard,cit
140521_CM2_Level6,Standard,cit
140521_CM2_Level6,Standard,icit
140521_CM2_Level6,Standard,icit
140521_CM2_Level6,Standard,fad
140521_CM2_Level6,Standard,fad
140521_CM2_Level6,Standard,fdp
140521_CM2_Level6,Standard,fdp
140521_CM2_Level6,Standard,udpglcur
140521_CM2_Level6,Standard,udpglcur
140521_CM2_Level6,Standard,dgtp
140521_CM2_Level6,Standard,ctp
140521_CM2_Level6,Standard,ctp
140521_CM2_Level6,Standard,dctp
140521_CM2_Level6,Standard,dctp
140521_CM2_Level6,Standard,ditp
140521_CM2_Level6,Standard,ditp
140521_CM2_Level6,Standard,dutp
140521_CM2_Level6,Standard,dutp
140521_CM2_Level6,Standard,itp
140521_CM2_Level6,Standard,itp
140521_CM2_Level6,Standard,utp
140521_CM2_Level6,Standard,utp
140521_CM2_Level6,Standard,23dpg
140521_CM2_Level6,Standard,23dpg
140521_CM2_Level6,Standard,atp
140521_CM2_Level6,Standard,atp
140521_CM2_Level6,Standard,datp
140521_CM2_Level6,Standard,datp
140521_CM2_Level6,Standard,dttp
140521_CM2_Level6,Standard,dttp
140521_CM2_Level6,Standard,gtp
140521_CM2_Level6,Standard,gtp
140521_CM2_Level6,Standard,prpp
140521_CM2_Level6,Standard,prpp
140521_CM2_Level6,Standard,nadph
140521_CM2_Level6,Standard,nadph
140521_CM2_Level6,Standard,phpyr
140521_CM2_Level6,Standard,phpyr
140521_CM2_Level6,Standard,coa
140521_CM2_Level6,Standard,accoa
140521_CM2_Level6,Standard,malcoa
140521_CM2_Level6,Standard,succoa
140521_CM2_Level5,Standard,arg-L
140521_CM2_Level5,Standard,orn
140521_CM2_Level5,Standard,his-L
140521_CM2_Level5,Standard,his-L
140521_CM2_Level5,Standard,asn-L
140521_CM2_Level5,Standard,asn-L
140521_CM2_Level5,Standard,ser-L
140521_CM2_Level5,Standard,ser-L
140521_CM2_Level5,Standard,citr-L
140521_CM2_Level5,Standard,gln-L
140521_CM2_Level5,Standard,gln-L
140521_CM2_Level5,Standard,Hexose_Pool_fru_glc-D
140521_CM2_Level5,Standard,Hexose_Pool_fru_glc-D
140521_CM2_Level5,Standard,Lcystin
140521_CM2_Level5,Standard,thr-L
140521_CM2_Level5,Standard,ala-L
140521_CM2_Level5,Standard,ala-L
140521_CM2_Level5,Standard,cytd
140521_CM2_Level5,Standard,ura
140521_CM2_Level5,Standard,AICAr
140521_CM2_Level5,Standard,met-L
140521_CM2_Level5,Standard,uri
140521_CM2_Level5,Standard,uri
140521_CM2_Level5,Standard,gua
140521_CM2_Level5,Standard,hxan
140521_CM2_Level5,Standard,tyr-L
140521_CM2_Level5,Standard,tyr-L
140521_CM2_Level5,Standard,xan
140521_CM2_Level5,Standard,ins
140521_CM2_Level5,Standard,ins
140521_CM2_Level5,Standard,gsn
140521_CM2_Level5,Standard,gsn
140521_CM2_Level5,Standard,thym
140521_CM2_Level5,Standard,ade
140521_CM2_Level5,Standard,ade
140521_CM2_Level5,Standard,gam6p
140521_CM2_Level5,Standard,gam6p
140521_CM2_Level5,Standard,adn
140521_CM2_Level5,Standard,phe-L
140521_CM2_Level5,Standard,phe-L
140521_CM2_Level5,Standard,asp-L
140521_CM2_Level5,Standard,asp-L
140521_CM2_Level5,Standard,glu-L
140521_CM2_Level5,Standard,glu-L
140521_CM2_Level5,Standard,skm
140521_CM2_Level5,Standard,skm
140521_CM2_Level5,Standard,glx
140521_CM2_Level5,Standard,glyclt
140521_CM2_Level5,Standard,glyclt
140521_CM2_Level5,Standard,trp-L
140521_CM2_Level5,Standard,trp-L
140521_CM2_Level5,Standard,5oxpro
140521_CM2_Level5,Standard,5oxpro
140521_CM2_Level5,Standard,lac-L
140521_CM2_Level5,Standard,lac-L
140521_CM2_Level5,Standard,urate
140521_CM2_Level5,Standard,urate
140521_CM2_Level5,Standard,gthrd
140521_CM2_Level5,Standard,gthrd
140521_CM2_Level5,Standard,nad
140521_CM2_Level5,Standard,nad
140521_CM2_Level5,Standard,pyr
140521_CM2_Level5,Standard,pyr
140521_CM2_Level5,Standard,f6p
140521_CM2_Level5,Standard,f6p
140521_CM2_Level5,Standard,g3p
140521_CM2_Level5,Standard,g3p
140521_CM2_Level5,Standard,g6p
140521_CM2_Level5,Standard,g6p
140521_CM2_Level5,Standard,r5p
140521_CM2_Level5,Standard,r5p
140521_CM2_Level5,Standard,s7p
140521_CM2_Level5,Standard,s7p
140521_CM2_Level5,Standard,glyc3p
140521_CM2_Level5,Standard,glyc3p
140521_CM2_Level5,Standard,r5p
140521_CM2_Level5,Standard,r5p
140521_CM2_Level5,Standard,g1p
140521_CM2_Level5,Standard,g1p
140521_CM2_Level5,Standard,cmp
140521_CM2_Level5,Standard,cmp
140521_CM2_Level5,Standard,ru5p-D
140521_CM2_Level5,Standard,ru5p-D
140521_CM2_Level5,Standard,2obut
140521_CM2_Level5,Standard,2obut
140521_CM2_Level5,Standard,f1p
140521_CM2_Level5,Standard,f1p
140521_CM2_Level5,Standard,ru5p-D
140521_CM2_Level5,Standard,ru5p-D
140521_CM2_Level5,Standard,dcmp
140521_CM2_Level5,Standard,dcmp
140521_CM2_Level5,Standard,ump
140521_CM2_Level5,Standard,ump
140521_CM2_Level5,Standard,dhap
140521_CM2_Level5,Standard,dhap
140521_CM2_Level5,Standard,dump
140521_CM2_Level5,Standard,dump
140521_CM2_Level5,Standard,dimp
140521_CM2_Level5,Standard,dimp
140521_CM2_Level5,Standard,35cgmp
140521_CM2_Level5,Standard,35cgmp
140521_CM2_Level5,Standard,dgmp
140521_CM2_Level5,Standard,dgmp
140521_CM2_Level5,Standard,dtmp
140521_CM2_Level5,Standard,ribflv
140521_CM2_Level5,Standard,amp
140521_CM2_Level5,Standard,amp
140521_CM2_Level5,Standard,gmp
140521_CM2_Level5,Standard,gmp
140521_CM2_Level5,Standard,imp
140521_CM2_Level5,Standard,imp
140521_CM2_Level5,Standard,camp
140521_CM2_Level5,Standard,camp
140521_CM2_Level5,Standard,gthox
140521_CM2_Level5,Standard,gthox
140521_CM2_Level5,Standard,btn
140521_CM2_Level5,Standard,btn
140521_CM2_Level5,Standard,mmal
140521_CM2_Level5,Standard,mmal
140521_CM2_Level5,Standard,succ
140521_CM2_Level5,Standard,succ
140521_CM2_Level5,Standard,mal-L
140521_CM2_Level5,Standard,glutacon
140521_CM2_Level5,Standard,fum
140521_CM2_Level5,Standard,udpg
140521_CM2_Level5,Standard,udpg
140521_CM2_Level5,Standard,damp
140521_CM2_Level5,Standard,damp
140521_CM2_Level5,Standard,oxa
140521_CM2_Level5,Standard,oxa
140521_CM2_Level5,Standard,actp
140521_CM2_Level5,Standard,actp
140521_CM2_Level5,Standard,akg
140521_CM2_Level5,Standard,oaa
140521_CM2_Level5,Standard,dtdpglu
140521_CM2_Level5,Standard,dtdpglu
140521_CM2_Level5,Standard,nadh
140521_CM2_Level5,Standard,nadh
140521_CM2_Level5,Standard,adpglc
140521_CM2_Level5,Standard,adpglc
140521_CM2_Level5,Standard,chor
140521_CM2_Level5,Standard,fol
140521_CM2_Level5,Standard,fol
140521_CM2_Level5,Standard,dgdp
140521_CM2_Level5,Standard,dgdp
140521_CM2_Level5,Standard,gdp
140521_CM2_Level5,Standard,gdp
140521_CM2_Level5,Standard,6pgc
140521_CM2_Level5,Standard,Pool_2pg_3pg
140521_CM2_Level5,Standard,Pool_2pg_3pg
140521_CM2_Level5,Standard,dcdp
140521_CM2_Level5,Standard,dcdp
140521_CM2_Level5,Standard,adp
140521_CM2_Level5,Standard,adp
140521_CM2_Level5,Standard,2mcit
140521_CM2_Level5,Standard,2mcit
140521_CM2_Level5,Standard,udp
140521_CM2_Level5,Standard,udp
140521_CM2_Level5,Standard,acon-C
140521_CM2_Level5,Standard,acon-C
140521_CM2_Level5,Standard,nadp
140521_CM2_Level5,Standard,nadp
140521_CM2_Level5,Standard,pep
140521_CM2_Level5,Standard,pep
140521_CM2_Level5,Standard,dadp
140521_CM2_Level5,Standard,dadp
140521_CM2_Level5,Standard,cit
140521_CM2_Level5,Standard,cit
140521_CM2_Level5,Standard,icit
140521_CM2_Level5,Standard,icit
140521_CM2_Level5,Standard,fad
140521_CM2_Level5,Standard,fad
140521_CM2_Level5,Standard,fdp
140521_CM2_Level5,Standard,fdp
140521_CM2_Level5,Standard,udpglcur
140521_CM2_Level5,Standard,udpglcur
140521_CM2_Level5,Standard,dgtp
140521_CM2_Level5,Standard,ctp
140521_CM2_Level5,Standard,ctp
140521_CM2_Level5,Standard,dctp
140521_CM2_Level5,Standard,dctp
140521_CM2_Level5,Standard,ditp
140521_CM2_Level5,Standard,ditp
140521_CM2_Level5,Standard,dutp
140521_CM2_Level5,Standard,dutp
140521_CM2_Level5,Standard,itp
140521_CM2_Level5,Standard,itp
140521_CM2_Level5,Standard,utp
140521_CM2_Level5,Standard,utp
140521_CM2_Level5,Standard,23dpg
140521_CM2_Level5,Standard,23dpg
140521_CM2_Level5,Standard,atp
140521_CM2_Level5,Standard,atp
140521_CM2_Level5,Standard,datp
140521_CM2_Level5,Standard,datp
140521_CM2_Level5,Standard,dttp
140521_CM2_Level5,Standard,dttp
140521_CM2_Level5,Standard,gtp
140521_CM2_Level5,Standard,gtp
140521_CM2_Level5,Standard,prpp
140521_CM2_Level5,Standard,prpp
140521_CM2_Level5,Standard,nadph
140521_CM2_Level5,Standard,nadph
140521_CM2_Level5,Standard,phpyr
140521_CM2_Level5,Standard,phpyr
140521_CM2_Level5,Standard,coa
140521_CM2_Level5,Standard,accoa
140521_CM2_Level5,Standard,malcoa
140521_CM2_Level5,Standard,succoa
140521_CM2_Level4,Standard,arg-L
140521_CM2_Level4,Standard,orn
140521_CM2_Level4,Standard,his-L
140521_CM2_Level4,Standard,his-L
140521_CM2_Level4,Standard,asn-L
140521_CM2_Level4,Standard,asn-L
140521_CM2_Level4,Standard,ser-L
140521_CM2_Level4,Standard,ser-L
140521_CM2_Level4,Standard,citr-L
140521_CM2_Level4,Standard,gln-L
140521_CM2_Level4,Standard,gln-L
140521_CM2_Level4,Standard,Hexose_Pool_fru_glc-D
140521_CM2_Level4,Standard,Hexose_Pool_fru_glc-D
140521_CM2_Level4,Standard,Lcystin
140521_CM2_Level4,Standard,thr-L
140521_CM2_Level4,Standard,ala-L
140521_CM2_Level4,Standard,ala-L
140521_CM2_Level4,Standard,cytd
140521_CM2_Level4,Standard,ura
140521_CM2_Level4,Standard,AICAr
140521_CM2_Level4,Standard,met-L
140521_CM2_Level4,Standard,uri
140521_CM2_Level4,Standard,uri
140521_CM2_Level4,Standard,gua
140521_CM2_Level4,Standard,hxan
140521_CM2_Level4,Standard,tyr-L
140521_CM2_Level4,Standard,tyr-L
140521_CM2_Level4,Standard,xan
140521_CM2_Level4,Standard,ins
140521_CM2_Level4,Standard,ins
140521_CM2_Level4,Standard,gsn
140521_CM2_Level4,Standard,gsn
140521_CM2_Level4,Standard,thym
140521_CM2_Level4,Standard,ade
140521_CM2_Level4,Standard,ade
140521_CM2_Level4,Standard,gam6p
140521_CM2_Level4,Standard,gam6p
140521_CM2_Level4,Standard,adn
140521_CM2_Level4,Standard,phe-L
140521_CM2_Level4,Standard,phe-L
140521_CM2_Level4,Standard,asp-L
140521_CM2_Level4,Standard,asp-L
140521_CM2_Level4,Standard,glu-L
140521_CM2_Level4,Standard,glu-L
140521_CM2_Level4,Standard,skm
140521_CM2_Level4,Standard,skm
140521_CM2_Level4,Standard,glx
140521_CM2_Level4,Standard,glyclt
140521_CM2_Level4,Standard,glyclt
140521_CM2_Level4,Standard,trp-L
140521_CM2_Level4,Standard,trp-L
140521_CM2_Level4,Standard,5oxpro
140521_CM2_Level4,Standard,5oxpro
140521_CM2_Level4,Standard,lac-L
140521_CM2_Level4,Standard,lac-L
140521_CM2_Level4,Standard,urate
140521_CM2_Level4,Standard,urate
140521_CM2_Level4,Standard,gthrd
140521_CM2_Level4,Standard,gthrd
140521_CM2_Level4,Standard,nad
140521_CM2_Level4,Standard,nad
140521_CM2_Level4,Standard,pyr
140521_CM2_Level4,Standard,pyr
140521_CM2_Level4,Standard,f6p
140521_CM2_Level4,Standard,f6p
140521_CM2_Level4,Standard,g3p
140521_CM2_Level4,Standard,g3p
140521_CM2_Level4,Standard,g6p
140521_CM2_Level4,Standard,g6p
140521_CM2_Level4,Standard,r5p
140521_CM2_Level4,Standard,r5p
140521_CM2_Level4,Standard,s7p
140521_CM2_Level4,Standard,s7p
140521_CM2_Level4,Standard,glyc3p
140521_CM2_Level4,Standard,glyc3p
140521_CM2_Level4,Standard,r5p
140521_CM2_Level4,Standard,r5p
140521_CM2_Level4,Standard,g1p
140521_CM2_Level4,Standard,g1p
140521_CM2_Level4,Standard,cmp
140521_CM2_Level4,Standard,cmp
140521_CM2_Level4,Standard,ru5p-D
140521_CM2_Level4,Standard,ru5p-D
140521_CM2_Level4,Standard,2obut
140521_CM2_Level4,Standard,2obut
140521_CM2_Level4,Standard,f1p
140521_CM2_Level4,Standard,f1p
140521_CM2_Level4,Standard,ru5p-D
140521_CM2_Level4,Standard,ru5p-D
140521_CM2_Level4,Standard,dcmp
140521_CM2_Level4,Standard,dcmp
140521_CM2_Level4,Standard,ump
140521_CM2_Level4,Standard,ump
140521_CM2_Level4,Standard,dhap
140521_CM2_Level4,Standard,dhap
140521_CM2_Level4,Standard,dump
140521_CM2_Level4,Standard,dump
140521_CM2_Level4,Standard,dimp
140521_CM2_Level4,Standard,dimp
140521_CM2_Level4,Standard,35cgmp
140521_CM2_Level4,Standard,35cgmp
140521_CM2_Level4,Standard,dgmp
140521_CM2_Level4,Standard,dgmp
140521_CM2_Level4,Standard,dtmp
140521_CM2_Level4,Standard,ribflv
140521_CM2_Level4,Standard,amp
140521_CM2_Level4,Standard,amp
140521_CM2_Level4,Standard,gmp
140521_CM2_Level4,Standard,gmp
140521_CM2_Level4,Standard,imp
140521_CM2_Level4,Standard,imp
140521_CM2_Level4,Standard,camp
140521_CM2_Level4,Standard,camp
140521_CM2_Level4,Standard,gthox
140521_CM2_Level4,Standard,gthox
140521_CM2_Level4,Standard,btn
140521_CM2_Level4,Standard,btn
140521_CM2_Level4,Standard,mmal
140521_CM2_Level4,Standard,mmal
140521_CM2_Level4,Standard,succ
140521_CM2_Level4,Standard,succ
140521_CM2_Level4,Standard,mal-L
140521_CM2_Level4,Standard,glutacon
140521_CM2_Level4,Standard,fum
140521_CM2_Level4,Standard,udpg
140521_CM2_Level4,Standard,udpg
140521_CM2_Level4,Standard,damp
140521_CM2_Level4,Standard,damp
140521_CM2_Level4,Standard,oxa
140521_CM2_Level4,Standard,oxa
140521_CM2_Level4,Standard,actp
140521_CM2_Level4,Standard,actp
140521_CM2_Level4,Standard,akg
140521_CM2_Level4,Standard,oaa
140521_CM2_Level4,Standard,dtdpglu
140521_CM2_Level4,Standard,dtdpglu
