experiment_id,sample_name,filename,met_id,scan_type,precursor_formula
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_accoa_811_EPI.txt,accoa,EPI,C20[13C]3H37N7O17P3S-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_accoa_812_EPI.txt,accoa,EPI,C19[13C]4H37N7O17P3S-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_acon-C_173_EPI.txt,acon-C,EPI,C6H5O6-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_acon-C_174_EPI.txt,acon-C,EPI,C5[13C]H5O6-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_acon-C_175_EPI.txt,acon-C,EPI,C4[13C]2H5O6-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_akg_145_EPI.txt,akg,EPI,C5H5O5-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_amp_346_EPI.txt,amp,EPI,C10H13N5O7P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2-10x,2b_asp-L_132_EPI_10x.txt,asp-L,EPI,C4H6NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_atp_506_EPI.txt,atp,EPI,C10H15N5O13P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_atp_507_EPI.txt,atp,EPI,C9[13C]H15N5O13P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_atp_508_EPI.txt,atp,EPI,C8[13C]2H15N5O13P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_dhap_169_EPI.txt,dhap,EPI,C3H6O6P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_fad_784_EPI.txt,fad,EPI,C27H32N9O15P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_fad_785_EPI.txt,fad,EPI,C26[13C]H32N9O15P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_fdp_339_EPI.txt,fdp,EPI,C6H13O12P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_fdp_340_EPI.txt,fdp,EPI,C5[13C]H13O12P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_fdp_341_EPI.txt,fdp,EPI,C4[13C]2H13O12P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_g6p_259_EPI.txt,g6p,EPI,C6H12O9P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_g6p_260_EPI.txt,g6p,EPI,C5[13C]H12O9P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_g6p_261_EPI.txt,g6p,EPI,C4[13C]2H12O9P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_g6p_262_EPI.txt,g6p,EPI,C3[13C]3H12O9P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2-10x,2b_glu-L_146_EPI_10x.txt,glu-L,EPI,C5H8NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2-10x,2b_glu-L_147_EPI_10x.txt,glu-L,EPI,C4[13C]H8NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2-10x,2b_glu-L_148_EPI_10x.txt,glu-L,EPI,C3[13C]2H8NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_glyc3p_171_EPI.txt,glyc3p,EPI,C3H8O6P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_glyc3p_173_EPI.txt,glyc3p,EPI,C[13C]2H8O6P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_glyclt_75_EPI.txt,glyclt,EPI,C2H3O3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_gtp_522_EPI.txt,gtp,EPI,C10H15N5O14P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_gtp_523_EPI.txt,gtp,EPI,C9[13C]H15N5O14P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_gtp_525_EPI.txt,gtp,EPI,C7[13C]3H15N5O14P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_icit_191_EPI.txt,icit,EPI,C6H7O7-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_icit_192_EPI.txt,icit,EPI,C5[13C]H7O7-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_icit_193_EPI.txt,icit,EPI,C4[13C]2H7O7-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_mal-L_133_EPI.txt,mal-L,EPI,C4H5O5-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_pep_167_EPI.txt,pep,EPI,C3H4O6P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_prpp_389_EPI.txt,prpp,EPI,C5H12O14P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_pyr_87_EPI.txt,pyr,EPI,C3H3O3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_r5p_229_EPI.txt,r5p,EPI,C5H10O8P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_succ_117_EPI.txt,succ,EPI,C4H5O4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_thr-L_118_EPI.txt,thr-L,EPI,C4H8NO3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_ump_323_EPI.txt,ump,EPI,C9H12N2O9P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-2,2b_ump_324_EPI.txt,ump,EPI,C8[13C]H12N2O9P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_2pg_185_EPI.txt,2pg,EPI,C3H6O7P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_2pg_186_EPI.txt,2pg,EPI,C2[13C]H6O7P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_2pg_187_EPI.txt,2pg,EPI,C[13C]2H6O7P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_6pgc_275_EPI.txt,6pgc,EPI,C6H12O10P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_6pgc_277_EPI.txt,6pgc,EPI,C4[13C]2H12O10P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_accoa_808_EPI.txt,accoa,EPI,C23H37N7O17P3S-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_accoa_809_EPI.txt,accoa,EPI,C22[13C]H37N7O17P3S-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_accoa_810_EPI.txt,accoa,EPI,C21[13C]2H37N7O17P3S-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_acon-C_173_EPI.txt,acon-C,EPI,C6H5O6-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_acon-C_174_EPI.txt,acon-C,EPI,C5[13C]H5O6-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_acon-C_175_EPI.txt,acon-C,EPI,C4[13C]2H5O6-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_acon-C_176_EPI.txt,acon-C,EPI,C3[13C]3H5O6-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_akg_145_EPI.txt,akg,EPI,C5H5O5-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_amp_346_EPI.txt,amp,EPI,C10H13N5O7P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_amp_347_EPI.txt,amp,EPI,C9[13C]H13N5O7P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3-10x,3b_asp-L_132_EPI_10x.txt,asp-L,EPI,C4H6NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3-10x,3b_asp-L_133_EPI_10x.txt,asp-L,EPI,C3[13C]H6NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_atp_506_EPI.txt,atp,EPI,C10H15N5O13P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_atp_507_EPI.txt,atp,EPI,C9[13C]H15N5O13P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_atp_508_EPI.txt,atp,EPI,C8[13C]2H15N5O13P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_fad_784_EPI.txt,fad,EPI,C27H32N9O15P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_fad_785_EPI.txt,fad,EPI,C26[13C]H32N9O15P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_fad_786_EPI.txt,fad,EPI,C25[13C]2H32N9O15P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_fdp_339_EPI.txt,fdp,EPI,C6H13O12P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_g6p_259_EPI.txt,g6p,EPI,C6H12O9P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_g6p_260_EPI.txt,g6p,EPI,C5[13C]H12O9P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_g6p_262_EPI.txt,g6p,EPI,C3[13C]3H12O9P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_glu-L_146_EPI.txt,glu-L,EPI,C5H8NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_glu-L_147_EPI.txt,glu-L,EPI,C4[13C]H8NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_glu-L_148_EPI.txt,glu-L,EPI,C3[13C]2H8NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_glyc3p_171_EPI.txt,glyc3p,EPI,C3H8O6P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_glyc3p_172_EPI.txt,glyc3p,EPI,C2[13C]H8O6P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_glyc3p_173_EPI.txt,glyc3p,EPI,C[13C]2H8O6P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3-10x,3b_glyclt_75_EPI_10x.txt,glyclt,EPI,C2H3O3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_gtp_522_EPI.txt,gtp,EPI,C10H15N5O14P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_gtp_523_EPI.txt,gtp,EPI,C9[13C]H15N5O14P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_icit_191_EPI.txt,icit,EPI,C6H7O7-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_icit_192_EPI.txt,icit,EPI,C5[13C]H7O7-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_icit_193_EPI.txt,icit,EPI,C4[13C]2H7O7-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_mal-L_133_EPI.txt,mal-L,EPI,C4H5O5-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_mal-L_134_EPI.txt,mal-L,EPI,C3[13C]H5O5-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_met-L_148_EPI.txt,met-L,EPI,C5H10NO2S-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_pep_167_EPI.txt,pep,EPI,C3H4O6P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_prpp_389_EPI.txt,prpp,EPI,C5H12O14P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_pyr_87_EPI.txt,pyr,EPI,C3H3O3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_r5p_229_EPI.txt,r5p,EPI,C5H10O8P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_s7p_289_EPI.txt,s7p,EPI,C7H14O10P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_ser-L_104_EPI.txt,ser-L,EPI,C3H6NO3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_succ_117_EPI.txt,succ,EPI,C4H5O4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_ump_323_EPI.txt,ump,EPI,C9H12N2O9P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_ump_324_EPI.txt,ump,EPI,C8[13C]H12N2O9P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-3,3b_ump_325_EPI.txt,ump,EPI,C7[13C]2H12N2O9P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_6pgc_275_EPI.txt,6pgc,EPI,C6H12O10P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_6pgc_276_EPI.txt,6pgc,EPI,C5[13C]H12O10P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_6pgc_277_EPI.txt,6pgc,EPI,C4[13C]2H12O10P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_accoa_808_EPI.txt,accoa,EPI,C23H37N7O17P3S-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_accoa_809_EPI.txt,accoa,EPI,C22[13C]H37N7O17P3S-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_accoa_810_EPI.txt,accoa,EPI,C21[13C]2H37N7O17P3S-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_accoa_811_EPI.txt,accoa,EPI,C20[13C]3H37N7O17P3S-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_acon-C_173_EPI.txt,acon-C,EPI,C6H5O6-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_acon-C_174_EPI.txt,acon-C,EPI,C5[13C]H5O6-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_acon-C_175_EPI.txt,acon-C,EPI,C4[13C]2H5O6-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_akg_145_EPI.txt,akg,EPI,C5H5O5-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_amp_346_EPI.txt,amp,EPI,C10H13N5O7P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_amp_347_EPI.txt,amp,EPI,C9[13C]H13N5O7P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_asp-L_132_EPI.txt,asp-L,EPI,C4H6NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_asp-L_133_EPI.txt,asp-L,EPI,C3[13C]H6NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_atp_506_EPI.txt,atp,EPI,C10H15N5O13P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_atp_507_EPI.txt,atp,EPI,C9[13C]H15N5O13P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_atp_508_EPI.txt,atp,EPI,C8[13C]2H15N5O13P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_fad_784_EPI.txt,fad,EPI,C27H32N9O15P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_fad_785_EPI.txt,fad,EPI,C26[13C]H32N9O15P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_fdp_339_EPI.txt,fdp,EPI,C6H13O12P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_fdp_340_EPI.txt,fdp,EPI,C5[13C]H13O12P2-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_glu-L_146_EPI.txt,glu-L,EPI,C5H8NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_glu-L_147_EPI.txt,glu-L,EPI,C4[13C]H8NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_glu-L_148_EPI.txt,glu-L,EPI,C3[13C]2H8NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_glu-L_149_EPI.txt,glu-L,EPI,C2[13C]3H8NO4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_glyc3p_171_EPI.txt,glyc3p,EPI,C3H8O6P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_gtp_522_EPI.txt,gtp,EPI,C10H15N5O14P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_gtp_523_EPI.txt,gtp,EPI,C9[13C]H15N5O14P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_icit_191_EPI.txt,icit,EPI,C6H7O7-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_icit_192_EPI.txt,icit,EPI,C5[13C]H7O7-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_icit_193_EPI.txt,icit,EPI,C4[13C]2H7O7-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_mal-L_133_EPI.txt,mal-L,EPI,C4H5O5-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_mal-L_134_EPI.txt,mal-L,EPI,C3[13C]H5O5-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_pep_167_EPI.txt,pep,EPI,C3H4O6P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_prpp_389_EPI.txt,prpp,EPI,C5H12O14P3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_pyr_87_EPI.txt,pyr,EPI,C3H3O3-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_r5p_229_EPI.txt,r5p,EPI,C5H10O8P-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_succ_117_EPI.txt,succ,EPI,C4H5O4-
WTEColi12C01,140221_0_OxicWTEcoliGlcM9_Broth-4,4b_ump_323_EPI.txt,ump,EPI,C9H12N2O9P-
